,Person,1,2,3,4,5,6
8826,8827,liquor,red/blush-wine,prosecco,liquor-(appetizer),tea,white-wine
8827,8828,chewing-gum,salty-snack,chocolate-marshmallow,candy,bottled-beer,hygiene-articles
8828,8829,roll-products-,hamburger-meat,flour,root-vegetables,baking-powder,brown-bread
8829,8830,misc.-beverages,newspapers,shopping-bags,beverages,waffles,dessert
8830,8831,butter-milk,cereals,meat-spreads,pip-fruit,beverages,citrus-fruit
8831,8832,frozen-vegetables,packaged-fruit/vegetables,pork,brown-bread,chocolate,candles
8832,8833,liquor,red/blush-wine,prosecco,liquor-(appetizer),tea,white-wine
8833,8834,meat,softener,margarine,whipped/sour-cream,grapes,pastry
8834,8835,spread-cheese,misc.-beverages,specialty-chocolate,dessert,sausage,sweet-spreads
8835,8836,packaged-fruit/vegetables,instant-coffee,meat,pork,skin-care,hamburger-meat
8836,8837,ketchup,cooking-chocolate,instant-coffee,skin-care,canned-fruit,tea
8837,8838,candles,oil,UHT-milk,soups,pip-fruit,beef
8838,8839,Instant-food-products,hygiene-articles,rice,jam,long-life-bakery-product,whipped/sour-cream
8839,8840,berries,pudding-powder,baking-powder,frozen-fruits,curd,instant-coffee
8840,8841,chewing-gum,white-wine,male-cosmetics,bottled-beer,hygiene-articles,dishes
8841,8842,liqueur,sparkling-wine,pot-plants,canned-fruit,make-up-remover,salty-snack
8842,8843,potato-products,ketchup,ham,white-bread,frozen-fruits,mustard
8843,8844,meat,frozen-vegetables,beef,onions,sugar,butter
8844,8845,rolls/buns,frozen-potato-products,nut-snack,pastry,chewing-gum,bottled-water
8845,8846,chocolate-marshmallow,sound-storage-medium,chocolate,specialty-chocolate,brown-bread,pork
8846,8847,meat-spreads,chewing-gum,popcorn,condensed-milk,canned-beer,sausage
8847,8848,root-vegetables,pip-fruit,packaged-fruit/vegetables,grapes,tropical-fruit,brown-bread
8848,8849,liquor,prosecco,liquor-(appetizer),tea,white-wine,sparkling-wine
8849,8850,frozen-meals,misc.-beverages,curd,hygiene-articles,cake-bar,butter
8850,8851,popcorn,chocolate-marshmallow,ice-cream,chocolate,shopping-bags,specialty-chocolate
8851,8852,herbs,beef,onions,pork,chicken,roll-products-
8852,8853,cake-bar,cat-food,seasonal-products,pork,dog-food,popcorn
8853,8854,liqueur,canned-fruit,sparkling-wine,sweet-spreads,frozen-dessert,whipped/sour-cream
8854,8855,cereals,curd,domestic-eggs,pot-plants,butter,pastry
8855,8856,dishes,hygiene-articles,long-life-bakery-product,cat-food,house-keeping-products,chewing-gum
8856,8857,berries,root-vegetables,pork,herbs,pudding-powder,cookware
8857,8858,frankfurter,waffles,processed-cheese,meat,shopping-bags,candy
8858,8859,liquor,specialty-vegetables,red/blush-wine,prosecco,potato-products,liquor-(appetizer)
8859,8860,cereals,yogurt,chocolate,cream-cheese-,waffles,specialty-chocolate
8860,8861,grapes,sliced-cheese,shopping-bags,whipped/sour-cream,rolls/buns,brown-bread
8861,8862,root-vegetables,onions,dishes,pork,specialty-cheese,chicken
8862,8863,brown-bread,sliced-cheese,rolls/buns,meat,soft-cheese,pastry
8863,8864,dishes,canned-fish,butter-milk,vinegar,tea,cereals
8864,8865,potato-products,long-life-bakery-product,brown-bread,processed-cheese,roll-products-,organic-sausage
8865,8866,spread-cheese,beef,canned-beer,packaged-fruit/vegetables,soda,sausage
8866,8867,cream-cheese-,dessert,cereals,whipped/sour-cream,whole-milk,liver-loaf
8867,8868,rubbing-alcohol,flower-(seeds),organic-sausage,jam,specialty-fat,rice
8868,8869,male-cosmetics,liquor-(appetizer),liqueur,shopping-bags,red/blush-wine,white-wine
8869,8870,meat-spreads,coffee,pastry,misc.-beverages,hygiene-articles,ice-cream
8870,8871,UHT-milk,misc.-beverages,fruit/vegetable-juice,onions,white-wine,bottled-beer
8871,8872,nuts/prunes,ice-cream,instant-coffee,cereals,curd,domestic-eggs
8872,8873,ready-soups,turkey,zwieback,canned-fruit,syrup,kitchen-utensil
8873,8874,liquor,bottled-water,brandy,red/blush-wine,prosecco,curd
8874,8875,whipped/sour-cream,whole-milk,onions,citrus-fruit,fruit/vegetable-juice,misc.-beverages
8875,8876,pip-fruit,grapes,semi-finished-bread,citrus-fruit,tea,turkey
8876,8877,nuts/prunes,baby-food,liqueur,make-up-remover,liquor-(appetizer),misc.-beverages
8877,8878,liquor,Instant-food-products,sauces,pasta,canned-vegetables,sweet-spreads
8878,8879,nuts/prunes,liquor-(appetizer),dental-care,ice-cream,male-cosmetics,instant-coffee
8879,8880,sparkling-wine,brown-bread,berries,pork,napkins,hygiene-articles
8880,8881,popcorn,ice-cream,chewing-gum,specialty-bar,nut-snack,make-up-remover
8881,8882,liqueur,prosecco,shopping-bags,berries,pork,napkins
8882,8883,bottled-water,newspapers,sausage,pasta,instant-coffee,pet-care
8883,8884,flower-(seeds),oil,tropical-fruit,domestic-eggs,pork,beef
8884,8885,curd,cream-cheese-,spread-cheese,berries,soft-cheese,beverages
8885,8886,frankfurter,newspapers,pastry,sausage,margarine,domestic-eggs
8886,8887,liqueur,prosecco,shopping-bags,berries,pork,napkins
8887,8888,softener,meat,rolls/buns,flower-(seeds),turkey,brown-bread
8888,8889,pasta,Instant-food-products,frozen-dessert,frozen-fish,chicken,kitchen-towels
8889,8890,rolls/buns,shopping-bags,chewing-gum,canned-beer,white-wine,chocolate
8890,8891,mustard,waffles,rolls/buns,chocolate-marshmallow,beef,popcorn
8891,8892,meat,soft-cheese,butter-milk,spread-cheese,male-cosmetics,hard-cheese
8892,8893,other-vegetables,beef,frozen-fish,cream-cheese-,citrus-fruit,specialty-fat
8893,8894,male-cosmetics,UHT-milk,fruit/vegetable-juice,spread-cheese,soda,misc.-beverages
8894,8895,fruit/vegetable-juice,hygiene-articles,beverages,dessert,frozen-meals,pastry
8895,8896,whole-milk,soft-cheese,domestic-eggs,hamburger-meat,sliced-cheese,chocolate
8896,8897,shopping-bags,canned-beer,rolls/buns,candy,white-wine,spread-cheese
8897,8898,root-vegetables,pork,pot-plants,pickled-vegetables,turkey,jam
8898,8899,zwieback,liquor-(appetizer),liquor,shopping-bags,berries,pork
8899,8900,root-vegetables,chicken,beef,roll-products-,frozen-fish,frozen-vegetables
8900,8901,jam,dog-food,condensed-milk,herbs,cling-film/bags,cookware
8901,8902,chocolate,long-life-bakery-product,chocolate-marshmallow,specialty-bar,salty-snack,candy
8902,8903,chocolate,flower-(seeds),herbs,root-vegetables,specialty-bar,cereals
8903,8904,bottled-water,popcorn,liquor,misc.-beverages,dessert,specialty-bar
8904,8905,popcorn,chocolate-marshmallow,nut-snack,sound-storage-medium,ice-cream,kitchen-towels
8905,8906,zwieback,honey,cookware,tropical-fruit,frozen-fruits,organic-products
8906,8907,turkey,brown-bread,sliced-cheese,rolls/buns,detergent,frankfurter
8907,8908,soda,dessert,misc.-beverages,beverages,brown-bread,newspapers
8908,8909,whisky,bottled-water,sweet-spreads,dessert,processed-cheese,misc.-beverages
8909,8910,popcorn,nut-snack,ice-cream,kitchen-towels,make-up-remover,chewing-gum
8910,8911,sound-storage-medium,white-wine,red/blush-wine,potato-products,liquor,bags
8911,8912,male-cosmetics,liquor-(appetizer),cake-bar,flower-soil/fertilizer,seasonal-products,liqueur
8912,8913,Instant-food-products,candles,canned-vegetables,flower-(seeds),processed-cheese,pasta
8913,8914,cooking-chocolate,rum,sugar,hygiene-articles,soft-cheese,oil
8914,8915,shopping-bags,whipped/sour-cream,berries,pork,napkins,hygiene-articles
8915,8916,cookware,tropical-fruit,frozen-meals,butter-milk,citrus-fruit,spices
8916,8917,liver-loaf,dessert,long-life-bakery-product,soda,hard-cheese,salty-snack
8917,8918,beef,other-vegetables,whole-milk,packaged-fruit/vegetables,curd,onions
8918,8919,hygiene-articles,soft-cheese,photo/film,rum,cooking-chocolate,whipped/sour-cream
8919,8920,margarine,root-vegetables,baking-powder,roll-products-,onions,herbs
8920,8921,cookware,tropical-fruit,frozen-meals,butter-milk,citrus-fruit,spices
8921,8922,hygiene-articles,butter,softener,onions,ham,root-vegetables
8922,8923,canned-beer,chewing-gum,ice-cream,specialty-bar,shopping-bags,misc.-beverages
8923,8924,flour,salt,baking-powder,coffee,condensed-milk,soups
8924,8925,Instant-food-products,specialty-cheese,pasta,salt,kitchen-towels,root-vegetables
8925,8926,cereals,curd,domestic-eggs,pot-plants,butter,pastry
8926,8927,red/blush-wine,bottled-beer,brandy,cream,berries,pork
8927,8928,shopping-bags,processed-cheese,chocolate,specialty-chocolate,sausage,ice-cream
8928,8929,liquor,sparkling-wine,bottled-beer,rubbing-alcohol,canned-beer,prosecco
8929,8930,white-wine,liquor-(appetizer),cake-bar,liqueur,red/blush-wine,male-cosmetics
8930,8931,bottled-water,brown-bread,grapes,pip-fruit,pet-care,rolls/buns
8931,8932,popcorn,nut-snack,ice-cream,kitchen-towels,make-up-remover,chewing-gum
8932,8933,tropical-fruit,butter-milk,hygiene-articles,root-vegetables,cream-cheese-,curd
8933,8934,frozen-fish,frozen-dessert,grapes,citrus-fruit,root-vegetables,semi-finished-bread
8934,8935,white-wine,liqueur,candy,specialty-chocolate,long-life-bakery-product,liquor-(appetizer)
8935,8936,liqueur,prosecco,shopping-bags,berries,pork,napkins
8936,8937,specialty-chocolate,chocolate-marshmallow,cat-food,finished-products,sound-storage-medium,canned-beer
8937,8938,frankfurter,processed-cheese,pastry,meat,skin-care,beef
8938,8939,salty-snack,butter-milk,sparkling-wine,frozen-vegetables,dessert,hard-cheese
8939,8940,curd-cheese,hair-spray,citrus-fruit,shopping-bags,berries,pork
8940,8941,candles,baking-powder,semi-finished-bread,flower-(seeds),oil,flour
8941,8942,dishes,bags,beverages,waffles,specialty-chocolate,chewing-gum
8942,8943,pickled-vegetables,rice,frozen-potato-products,pot-plants,detergent,photo/film
8943,8944,other-vegetables,root-vegetables,beef,frozen-fish,frozen-vegetables,chicken
8944,8945,onions,root-vegetables,grapes,oil,pip-fruit,dishes
8945,8946,liquor,red/blush-wine,prosecco,liquor-(appetizer),tea,white-wine
8946,8947,UHT-milk,chewing-gum,tropical-fruit,fruit/vegetable-juice,grapes,white-wine
8947,8948,Instant-food-products,margarine,flour,pasta,baking-powder,bottled-beer
8948,8949,berries,meat-spreads,pudding-powder,baking-powder,frozen-fruits,curd
8949,8950,ice-cream,semi-finished-bread,brown-bread,canned-beer,chewing-gum,misc.-beverages
8950,8951,domestic-eggs,berries,whole-milk,onions,curd,pip-fruit
8951,8952,red/blush-wine,liquor,skin-care,bottled-water,ready-soups,white-wine
8952,8953,male-cosmetics,white-wine,UHT-milk,rum,ready-soups,red/blush-wine
8953,8954,popcorn,specialty-bar,photo/film,baby-food,curd,cream-cheese-
8954,8955,make-up-remover,white-wine,rolls/buns,bottled-water,liquor,brown-bread
8955,8956,red/blush-wine,UHT-milk,rum,white-wine,candles,flower-(seeds)
8956,8957,rum,onions,turkey,oil,whole-milk,chicken
8957,8958,citrus-fruit,baking-powder,oil,onions,Instant-food-products,cream-cheese-
8958,8959,liquor,liquor-(appetizer),packaged-fruit/vegetables,skin-care,flower-(seeds),pork
8959,8960,rum,canned-beer,curd-cheese,soda,spread-cheese,mayonnaise
8960,8961,popcorn,chewing-gum,make-up-remover,white-wine,condensed-milk,brown-bread
8961,8962,white-wine,red/blush-wine,liquor,prosecco,male-cosmetics,UHT-milk
8962,8963,specialty-bar,shopping-bags,waffles,chocolate,semi-finished-bread,beverages
8963,8964,pet-care,sound-storage-medium,female-sanitary-products,curd-cheese,dish-cleaner,nut-snack
8964,8965,butter,root-vegetables,soft-cheese,onions,baking-powder,citrus-fruit
8965,8966,meat,frankfurter,butter,cereals,margarine,semi-finished-bread
8966,8967,soft-cheese,whole-milk,whipped/sour-cream,hygiene-articles,onions,margarine
8967,8968,white-wine,red/blush-wine,tea,liquor,misc.-beverages,grapes
8968,8969,pip-fruit,grapes,root-vegetables,yogurt,pickled-vegetables,fruit/vegetable-juice
8969,8970,red/blush-wine,bottled-beer,liquor-(appetizer),shopping-bags,tidbits,white-wine
8970,8971,liquor,male-cosmetics,liquor-(appetizer),sparkling-wine,bottled-beer,liqueur
8971,8972,specialty-bar,long-life-bakery-product,candy,beverages,nuts/prunes,margarine
8972,8973,frozen-fruits,curd,cream-cheese-,spread-cheese,berries,soft-cheese
8973,8974,brown-bread,hard-cheese,soda,meat,rolls/buns,processed-cheese
8974,8975,meat-spreads,zwieback,honey,liver-loaf,canned-fish,frozen-fruits
8975,8976,root-vegetables,onions,dishes,pork,specialty-cheese,chicken
8976,8977,processed-cheese,ham,rolls/buns,brown-bread,sliced-cheese,sweet-spreads
8977,8978,grapes,turkey,beef,whipped/sour-cream,chicken,roll-products-
8978,8979,butter,soft-cheese,hygiene-articles,root-vegetables,ham,onions
8979,8980,specialty-bar,long-life-bakery-product,light-bulbs,candy,chocolate-marshmallow,cleaner
8980,8981,canned-beer,chewing-gum,ice-cream,specialty-bar,shopping-bags,misc.-beverages
8981,8982,hygiene-articles,dishes,photo/film,cat-food,rolls/buns,long-life-bakery-product
8982,8983,misc.-beverages,white-wine,newspapers,pet-care,red/blush-wine,chewing-gum
8983,8984,liquor-(appetizer),male-cosmetics,dental-care,nuts/prunes,sauces,artif.-sweetener
8984,8985,cereals,curd,domestic-eggs,pot-plants,butter,pastry
8985,8986,sweet-spreads,sound-storage-medium,spread-cheese,potato-products,canned-beer,processed-cheese
8986,8987,cream-cheese-,ice-cream,grapes,yogurt,semi-finished-bread,domestic-eggs
8987,8988,canned-beer,white-wine,brandy,specialty-chocolate,liquor,coffee
8988,8989,popcorn,frozen-fruits,soap,nut-snack,ice-cream,kitchen-towels
8989,8990,light-bulbs,kitchen-towels,brandy,bathroom-cleaner,dishes,canned-beer
8990,8991,pet-care,processed-cheese,sweet-spreads,fruit/vegetable-juice,dessert,pork
8991,8992,liquor-(appetizer),shopping-bags,white-wine,red/blush-wine,chewing-gum,ice-cream
8992,8993,specialty-bar,popcorn,finished-products,chewing-gum,waffles,ice-cream
8993,8994,sausage,spread-cheese,chewing-gum,beverages,citrus-fruit,cream-cheese-
8994,8995,soft-cheese,whole-milk,margarine,butter,cereals,waffles
8995,8996,white-wine,brandy,canned-fruit,misc.-beverages,frozen-fruits,liquor
8996,8997,hard-cheese,brown-bread,rice,sliced-cheese,soft-cheese,soda
8997,8998,processed-cheese,sweet-spreads,honey,sound-storage-medium,long-life-bakery-product,hard-cheese
8998,8999,chocolate,specialty-bar,brown-bread,semi-finished-bread,pip-fruit,grapes
8999,9000,beverages,bottled-water,fruit/vegetable-juice,misc.-beverages,shopping-bags,dessert
9000,9001,candles,pastry,flower-(seeds),sugar,meat,frozen-fish
9001,9002,other-vegetables,pastry,photo/film,rolls/buns,dessert,frozen-meals
9002,9003,canned-beer,chewing-gum,ice-cream,specialty-bar,shopping-bags,misc.-beverages
9003,9004,pip-fruit,semi-finished-bread,yogurt,pot-plants,citrus-fruit,curd
9004,9005,liquor-(appetizer),waffles,nuts/prunes,red/blush-wine,liquor,chocolate-marshmallow
9005,9006,liquor,sparkling-wine,bottled-beer,rubbing-alcohol,canned-beer,prosecco
9006,9007,frankfurter,sausage,spread-cheese,newspapers,soda,tidbits
9007,9008,canned-beer,meat,sparkling-wine,liquor,kitchen-towels,frankfurter
9008,9009,ready-soups,potato-products,cookware,tropical-fruit,mustard,frozen-meals
9009,9010,onions,chocolate-marshmallow,oil,chicken,chocolate,butter
9010,9011,white-wine,seasonal-products,cake-bar,liquor-(appetizer),spread-cheese,popcorn
9011,9012,fruit/vegetable-juice,misc.-beverages,newspapers,rolls/buns,beverages,pastry
9012,9013,canned-vegetables,Instant-food-products,semi-finished-bread,seasonal-products,ice-cream,frozen-meals
9013,9014,canned-beer,chewing-gum,ice-cream,specialty-bar,shopping-bags,misc.-beverages
9014,9015,detergent,bottled-water,instant-coffee,hamburger-meat,waffles,shopping-bags
9015,9016,coffee,margarine,condensed-milk,flour,frankfurter,sausage
9016,9017,whole-milk,flour,oil,specialty-fat,cream-cheese-,flower-(seeds)
9017,9018,curd,tropical-fruit,cream-cheese-,citrus-fruit,root-vegetables,pork
9018,9019,shopping-bags,whipped/sour-cream,berries,pork,napkins,hygiene-articles
9019,9020,frankfurter,pastry,processed-cheese,meat,sliced-cheese,frozen-dessert
9020,9021,ice-cream,dental-care,flower-(seeds),chicken,rum,domestic-eggs
9021,9022,ready-soups,turkey,frozen-dessert,zwieback,syrup,kitchen-utensil
9022,9023,liquor-(appetizer),ham,male-cosmetics,shopping-bags,syrup,softener
9023,9024,candles,potato-products,specialty-bar,waffles,semi-finished-bread,chocolate
9024,9025,candles,beef,oil,pork,roll-products-,flower-(seeds)
9025,9026,butter,cereals,margarine,hygiene-articles,root-vegetables,oil
9026,9027,domestic-eggs,pip-fruit,tropical-fruit,oil,butter,yogurt
9027,9028,male-cosmetics,liquor-(appetizer),liqueur,shopping-bags,red/blush-wine,white-wine
9028,9029,frozen-fish,meat,roll-products-,beef,rum,sugar
9029,9030,sparkling-wine,turkey,brown-bread,waffles,semi-finished-bread,candles
9030,9031,organic-sausage,artif.-sweetener,kitchen-utensil,margarine,grapes,whipped/sour-cream
9031,9032,shopping-bags,zwieback,red/blush-wine,root-vegetables,onions,dishes
9032,9033,turkey,frankfurter,semi-finished-bread,pip-fruit,domestic-eggs,curd
9033,9034,whipped/sour-cream,cereals,flower-(seeds),hygiene-articles,cooking-chocolate,tea
9034,9035,canned-beer,chewing-gum,ice-cream,specialty-bar,shopping-bags,misc.-beverages
9035,9036,liquor-(appetizer),ice-cream,make-up-remover,roll-products-,bottled-water,instant-coffee
9036,9037,frozen-fish,fruit/vegetable-juice,citrus-fruit,root-vegetables,pot-plants,specialty-cheese
9037,9038,frozen-meals,white-wine,bottled-beer,misc.-beverages,canned-beer,instant-coffee
9038,9039,root-vegetables,pork,meat,herbs,pastry,pickled-vegetables
9039,9040,roll-products-,baking-powder,waffles,coffee,margarine,pot-plants
9040,9041,cake-bar,flower-soil/fertilizer,seasonal-products,canned-fruit,popcorn,curd
9041,9042,popcorn,frozen-fish,other-vegetables,frozen-vegetables,beef,specialty-bar
9042,9043,hygiene-articles,dishes,butter-milk,beverages,cream-cheese-,pastry
9043,9044,berries,root-vegetables,yogurt,onions,oil,long-life-bakery-product
9044,9045,root-vegetables,dishes,hygiene-articles,frozen-vegetables,pip-fruit,cat-food
9045,9046,cooking-chocolate,flower-soil/fertilizer,nuts/prunes,liquor-(appetizer),sugar,dental-care
9046,9047,UHT-milk,pip-fruit,candles,meat,flower-(seeds),roll-products-
9047,9048,white-wine,bottled-beer,misc.-beverages,canned-beer,UHT-milk,chewing-gum
9048,9049,pip-fruit,onions,citrus-fruit,yogurt,domestic-eggs,grapes
9049,9050,frankfurter,sausage,spread-cheese,newspapers,soda,tidbits
9050,9051,popcorn,whisky,make-up-remover,cake-bar,flower-soil/fertilizer,misc.-beverages
9051,9052,canned-beer,chewing-gum,ice-cream,specialty-bar,shopping-bags,misc.-beverages
9052,9053,shopping-bags,whipped/sour-cream,berries,pork,napkins,hygiene-articles
9053,9054,white-wine,canned-beer,soda,chewing-gum,canned-fruit,spread-cheese
9054,9055,curd,berries,cream-cheese-,root-vegetables,flour,butter
9055,9056,onions,root-vegetables,grapes,oil,pip-fruit,dishes
9056,9057,UHT-milk,margarine,tropical-fruit,butter,onions,male-cosmetics
9057,9058,frankfurter,sausage,spread-cheese,newspapers,soda,tidbits
9058,9059,male-cosmetics,liquor-(appetizer),liqueur,shopping-bags,red/blush-wine,white-wine
9059,9060,male-cosmetics,liquor-(appetizer),liqueur,shopping-bags,red/blush-wine,white-wine
9060,9061,flour,salt,baking-powder,coffee,condensed-milk,soups
9061,9062,grapes,cooking-chocolate,frozen-fish,ketchup,whipped/sour-cream,other-vegetables
9062,9063,root-vegetables,rolls/buns,meat,cat-food,pickled-vegetables,berries
9063,9064,zwieback,liquor-(appetizer),liquor,shopping-bags,berries,pork
9064,9065,beef,frankfurter,newspapers,root-vegetables,meat,sausage
9065,9066,beef,domestic-eggs,meat,yogurt,butter,tropical-fruit
9066,9067,root-vegetables,curd,pork,flower-(seeds),butter,berries
9067,9068,nuts/prunes,liquor-(appetizer),dental-care,ice-cream,male-cosmetics,instant-coffee
9068,9069,instant-coffee,pork,bathroom-cleaner,napkins,herbs,packaged-fruit/vegetables
9069,9070,processed-cheese,nuts/prunes,pork,skin-care,frozen-dessert,instant-coffee
9070,9071,tropical-fruit,newspapers,soda,bottled-beer,yogurt,butter
9071,9072,beef,yogurt,other-vegetables,domestic-eggs,oil,butter
9072,9073,dessert,bottled-water,sweet-spreads,misc.-beverages,salty-snack,processed-cheese
9073,9074,roll-products-,baking-powder,pork,rice,bottled-water,salt
9074,9075,Instant-food-products,dental-care,canned-vegetables,potato-products,sauces,pasta
9075,9076,root-vegetables,onions,dishes,pork,specialty-cheese,chicken
9076,9077,soda,spread-cheese,misc.-beverages,rolls/buns,dessert,white-wine
9077,9078,cleaner,curd-cheese,preservation-products,curd,cream-cheese-,spread-cheese
9078,9079,shopping-bags,white-wine,spread-cheese,frankfurter,male-cosmetics,soda
9079,9080,photo/film,cooking-chocolate,flour,Instant-food-products,sugar,frozen-fish
9080,9081,bottled-beer,UHT-milk,canned-beer,fruit/vegetable-juice,spread-cheese,rolls/buns
9081,9082,curd,domestic-eggs,whipped/sour-cream,hygiene-articles,sliced-cheese,pip-fruit
9082,9083,specialty-vegetables,frankfurter,sausage,spread-cheese,newspapers,soda
9083,9084,pip-fruit,grapes,semi-finished-bread,citrus-fruit,tea,turkey
9084,9085,other-vegetables,beef,instant-coffee,liver-loaf,herbs,whole-milk
9085,9086,Instant-food-products,pasta,canned-vegetables,turkey,chocolate,flower-(seeds)
9086,9087,citrus-fruit,butter-milk,margarine,tea,onions,chicken
9087,9088,berries,meat-spreads,cream-cheese-,UHT-milk,cereals,root-vegetables
9088,9089,dishes,spread-cheese,sausage,soft-cheese,whole-milk,cream-cheese-
9089,9090,sliced-cheese,rolls/buns,cream,shopping-bags,meat,male-cosmetics
9090,9091,shopping-bags,root-vegetables,pork,domestic-eggs,flower-(seeds),hamburger-meat
9091,9092,cream-cheese-,frozen-dessert,liver-loaf,sliced-cheese,instant-coffee,beef
9092,9093,root-vegetables,curd,pork,flower-(seeds),butter,berries
9093,9094,UHT-milk,fruit/vegetable-juice,nut-snack,canned-beer,chewing-gum,ice-cream
9094,9095,cream-cheese-,sliced-cheese,liver-loaf,beef,other-vegetables,newspapers
9095,9096,spread-cheese,UHT-milk,tropical-fruit,specialty-cheese,frankfurter,newspapers
9096,9097,whisky,red/blush-wine,liquor,nuts/prunes,liquor-(appetizer),skin-care
9097,9098,pet-care,male-cosmetics,female-sanitary-products,nuts/prunes,spices,pastry
9098,9099,turkey,seasonal-products,sausage,cat-food,beef,onions
9099,9100,grapes,whipped/sour-cream,turkey,frozen-dessert,packaged-fruit/vegetables,bathroom-cleaner
9100,9101,liquor-(appetizer),shopping-bags,white-wine,chocolate-marshmallow,red/blush-wine,chewing-gum
9101,9102,sparkling-wine,whisky,brown-bread,berries,pork,napkins
9102,9103,potato-products,soda,beverages,brown-bread,pip-fruit,candles
9103,9104,chocolate,waffles,specialty-chocolate,rubbing-alcohol,house-keeping-products,cereals
9104,9105,pot-plants,frozen-dessert,frozen-fish,root-vegetables,chicken,whipped/sour-cream
9105,9106,instant-coffee,dishes,whole-milk,sausage,beef,cream-cheese-
9106,9107,liquor,toilet-cleaner,pet-care,nuts/prunes,chocolate-marshmallow,specialty-bar
9107,9108,condensed-milk,cling-film/bags,cookware,tropical-fruit,kitchen-towels,frozen-meals
9108,9109,sweet-spreads,sparkling-wine,fruit/vegetable-juice,herbs,beef,processed-cheese
9109,9110,grapes,onions,yogurt,domestic-eggs,pickled-vegetables,butter
9110,9111,pot-plants,flower-(seeds),long-life-bakery-product,instant-coffee,hard-cheese,curd
9111,9112,cereals,waffles,specialty-chocolate,curd,cream-cheese-,spread-cheese
9112,9113,chocolate,frankfurter,jam,domestic-eggs,skin-care,napkins
9113,9114,butter,root-vegetables,oil,tropical-fruit,chicken,salt
9114,9115,kitchen-utensil,prosecco,dog-food,packaged-fruit/vegetables,turkey,whipped/sour-cream
9115,9116,other-vegetables,liver-loaf,semi-finished-bread,frozen-meals,pickled-vegetables,sliced-cheese
9116,9117,dishes,meat-spreads,canned-fruit,liver-loaf,canned-fish,tropical-fruit
9117,9118,vinegar,specialty-cheese,curd,root-vegetables,cream-cheese-,brown-bread
9118,9119,popcorn,dog-food,herbs,root-vegetables,jam,pork
9119,9120,mustard,meat,sausage,spread-cheese,potato-products,newspapers
9120,9121,UHT-milk,whole-milk,soft-cheese,tropical-fruit,oil,citrus-fruit
9121,9122,prosecco,sauces,meat,spread-cheese,UHT-milk,meat-spreads
9122,9123,sausage,chewing-gum,shopping-bags,instant-coffee,frozen-dessert,bottled-water
9123,9124,UHT-milk,tropical-fruit,dishes,fruit/vegetable-juice,onions,cereals
9124,9125,chocolate,specialty-bar,pork,chocolate-marshmallow,brown-bread,herbs
9125,9126,flower-(seeds),roll-products-,specialty-fat,pork,herbs,flour
9126,9127,packaged-fruit/vegetables,root-vegetables,frozen-vegetables,hamburger-meat,skin-care,cake-bar
9127,9128,tea,sliced-cheese,rolls/buns,shopping-bags,brown-bread,frankfurter
9128,9129,frankfurter,beverages,shopping-bags,newspapers,semi-finished-bread,yogurt
9129,9130,canned-beer,chewing-gum,ice-cream,specialty-bar,shopping-bags,misc.-beverages
9130,9131,beverages,other-vegetables,napkins,butter-milk,frankfurter,cream-cheese-
9131,9132,condensed-milk,cling-film/bags,kitchen-towels,UHT-milk,sparkling-wine,seasonal-products
9132,9133,frozen-vegetables,curd,seasonal-products,pip-fruit,root-vegetables,grapes
9133,9134,flour,salt,baking-powder,coffee,condensed-milk,soups
9134,9135,whipped/sour-cream,chicken,oil,semi-finished-bread,soft-cheese,cereals
9135,9136,abrasive-cleaner,prosecco,bathroom-cleaner,vinegar,toilet-cleaner,nut-snack
9136,9137,hygiene-articles,onions,chicken,butter,root-vegetables,light-bulbs
9137,9138,ice-cream,specialty-bar,chocolate-marshmallow,chocolate,popcorn,chewing-gum
9138,9139,pip-fruit,grapes,root-vegetables,beverages,fruit/vegetable-juice,brown-bread
9139,9140,berries,herbs,curd,other-vegetables,whole-milk,instant-coffee
9140,9141,shopping-bags,spread-cheese,canned-beer,pastry,frankfurter,meat
9141,9142,liquor,red/blush-wine,liquor-(appetizer),bottled-water,white-wine,pet-care
9142,9143,red/blush-wine,canned-beer,white-wine,cling-film/bags,bottled-beer,brandy
9143,9144,frankfurter,nuts/prunes,dishes,soda,specialty-bar,waffles
9144,9145,instant-coffee,Instant-food-products,chocolate,specialty-chocolate,waffles,napkins
9145,9146,baking-powder,coffee,roll-products-,margarine,frozen-meals,semi-finished-bread
9146,9147,root-vegetables,pork,herbs,pickled-vegetables,jam,cat-food
9147,9148,pot-plants,honey,popcorn,pickled-vegetables,rolls/buns,mustard
9148,9149,chewing-gum,white-wine,male-cosmetics,bottled-beer,hygiene-articles,dishes
9149,9150,male-cosmetics,liquor-(appetizer),liqueur,shopping-bags,red/blush-wine,white-wine
9150,9151,cookware,tropical-fruit,frozen-meals,butter-milk,citrus-fruit,spices
9151,9152,cookware,tropical-fruit,frozen-meals,butter-milk,citrus-fruit,spices
9152,9153,dish-cleaner,soft-cheese,ice-cream,Instant-food-products,berries,pasta
9153,9154,Instant-food-products,packaged-fruit/vegetables,specialty-cheese,pasta,bottled-beer,sauces
9154,9155,cooking-chocolate,male-cosmetics,cream,liqueur,specialty-fat,sliced-cheese
9155,9156,liquor,flour,red/blush-wine,prosecco,salt,liquor-(appetizer)
9156,9157,chewing-gum,coffee,specialty-chocolate,cake-bar,sausage,dessert
